31,255,13.02
31,254,13.02
31,253,13.02
31,252,13.02
31,251,13.01
31,250,13.01
31,249,13.00
31,248,13.00
31,247,13.00
31,246,12.99
31,245,12.99
31,244,12.98
31,243,12.98
31,242,12.98
31,241,12.97
31,240,12.97
31,239,12.96
31,238,12.96
31,237,12.96
31,236,12.95
31,235,12.95
31,234,12.95
31,233,12.94
31,232,12.94
31,231,12.93
31,230,12.93
31,229,12.93
31,228,12.92
31,227,12.92
31,226,12.91
31,225,12.91
31,224,12.91
31,223,12.90
31,222,12.90
31,221,12.90
31,220,12.89
31,219,12.89
31,218,12.88
31,217,12.88
31,216,12.88
31,215,12.87
31,214,12.87
31,213,12.86
31,212,12.86
31,211,12.86
31,210,12.85
31,209,12.85
31,208,12.84
31,207,12.84
31,206,12.84
31,205,12.83
31,204,12.83
31,203,12.83
31,202,12.82
31,201,12.82
31,200,12.81
31,199,12.81
31,198,12.81
31,197,12.80
31,196,12.80
31,195,12.79
31,194,12.79
31,193,12.79
31,192,12.78
31,191,12.78
31,190,12.78
31,189,12.77
31,188,12.77
31,187,12.76
31,186,12.76
31,185,12.76
31,184,12.75
31,183,12.75
31,182,12.74
31,181,12.74
31,180,12.74
31,179,12.73
31,178,12.73
31,177,12.73
31,176,12.72
31,175,12.72
31,174,12.71
31,173,12.71
31,172,12.71
31,171,12.70
31,170,12.70
31,169,12.69
31,168,12.69
31,167,12.69
31,166,12.68
31,165,12.68
31,164,12.67
31,163,12.67
31,162,12.67
31,161,12.66
31,160,12.66
31,159,12.66
31,158,12.65
31,157,12.65
31,156,12.64
31,155,12.64
31,154,12.64
31,153,12.63
31,152,12.63
31,151,12.62
31,150,12.62
31,149,12.62
31,148,12.61
31,147,12.61
31,146,12.61
31,145,12.60
31,144,12.60
31,143,12.59
31,142,12.59
31,141,12.59
31,140,12.58
31,139,12.58
31,138,12.57
31,137,12.57
31,136,12.57
31,135,12.56
31,134,12.56
31,133,12.56
31,132,12.55
31,131,12.55
31,130,12.54
31,129,12.54
31,128,12.54
31,127,12.53
31,126,12.53
31,125,12.52
31,124,12.52
31,123,12.52
31,122,12.51
31,121,12.51
31,120,12.50
31,119,12.50
31,118,12.50
31,117,12.49
31,116,12.49
31,115,12.49
31,114,12.48
31,113,12.48
31,112,12.47
31,111,12.47
31,110,12.47
31,109,12.46
31,108,12.46
31,107,12.45
31,106,12.45
31,105,12.45
31,104,12.44
31,103,12.44
31,102,12.44
31,101,12.43
31,100,12.43
31,99,12.42
31,98,12.42
31,97,12.42
31,96,12.41
31,95,12.41
31,94,12.40
31,93,12.40
31,92,12.40
31,91,12.39
31,90,12.39
31,89,12.38
31,88,12.38
31,87,12.38
31,86,12.37
31,85,12.37
31,84,12.37
31,83,12.36
31,82,12.36
31,81,12.35
31,80,12.35
31,79,12.35
31,78,12.34
31,77,12.34
31,76,12.33
31,75,12.33
31,74,12.33
31,73,12.32
31,72,12.32
31,71,12.32
31,70,12.31
31,69,12.31
31,68,12.30
31,67,12.30
31,66,12.30
31,65,12.29
31,64,12.29
31,63,12.28
31,62,12.28
31,61,12.28
31,60,12.27
31,59,12.27
31,58,12.27
31,57,12.26
31,56,12.26
31,55,12.25
31,54,12.25
31,53,12.25
31,52,12.24
31,51,12.24
31,50,12.23
31,49,12.23
31,48,12.23
31,47,12.22
31,46,12.22
31,45,12.21
31,44,12.21
31,43,12.21
31,42,12.20
31,41,12.20
31,40,12.20
31,39,12.19
31,38,12.19
31,37,12.18
31,36,12.18
31,35,12.18
31,34,12.17
31,33,12.17
31,32,12.16
31,31,12.16
31,30,12.16
31,29,12.15
31,28,12.15
31,27,12.15
31,26,12.14
31,25,12.14
31,24,12.13
31,23,12.13
31,22,12.13
31,21,12.12
31,20,12.12
31,19,12.11
31,18,12.11
31,17,12.11
31,16,12.10
31,15,12.10
31,14,12.10
31,13,12.09
31,12,12.09
31,11,12.08
31,10,12.08
31,9,12.08
31,8,12.07
31,7,12.07
31,6,12.06
31,5,12.06
31,4,12.06
31,3,12.05
31,2,12.05
31,1,12.04
31,0,12.04
